,ID,Surveyed Date,Surveyed Time,Surveyed End Date,What brings you to this neighborhood today?,How often do you visit the neighborhood?,How much time do you typically spend when you visit?,How do you typically get to this neighborhood? Select Primary (next: secondary),How do you typically get to this neighborhood? (select secondary),How much money do you typically spend when you visit? (at businesses in the area),"In this neighborhood, how often do you recognize someone by face or name?",This neighborhood is clean and well-maintained?,This neighborhood is safe?,This neighborhood is attractive?,This neighborhood is active and lively?,This neighborhood is a place where its easy to talk to others? (who I may not have known before),This neighborhood has a strong identity?,This neighborhood is in an area with a lot of noise?,"When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",What year were you born?,Your gender identity?,Your ethnic identity?,Your racial identity?,What is your home zipcode?,Is it raining?,Location,Location Between,Location Between AND,Side of street for this interview,I live here,I work here,Passing through en route to somewhere else,Clinic,To meet friends,To shop,Dentist,Joining brother at the dentist,For music / art,Going to/from school,To dine / drink,Attractions,Fun,Fresh air,Volunteer,lat,lng,frmt_addrss,zipcode,area,lat_lng_geotype
378,9703287,06/20/2015,14:14:56,06/20/2015 02:18:00 PM,volunteer ,,,Bus,Streetcar/Train,None,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Strongly Disagree,Never,Never,Never,Never,1991.0,Female,Hispanic or Latino,White,90007.0,No,Venice Blvd,inglewood,Beethoven ,South,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,34.0061694,-118.4288615,Venice Boulevard & Inglewood Boulevard,90066,Mar Vista,GEOMETRIC_CENTER
379,9680390,06/20/2015,14:22:11,06/20/2015 02:26:00 PM,I Live Here,,,Bus,On foot,$5-10,Sometimes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Never,Often,Often,Never,,Male,Hispanic or Latino,,,No,Central Ave,43rd,43rd,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0057592,-118.2565086,East 43rd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
380,9703288,06/20/2015,14:22:31,06/20/2015 02:27:00 PM,volunteer,Several times a week,,Bus,Car,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Never,Never,Never,Never,1991.0,Female,Non-Hispanic,Black,90305.0,No,Venice Blvd,beethoven,Inglewood ,South,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
381,9680391,06/20/2015,14:28:01,06/20/2015 02:31:00 PM,Passing through en route to somewhere else,Once a month,10-30 minutes,Bus,,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,,Female,Hispanic or Latino,mexicana,,No,Central Ave,42nd,43,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.0075538,-118.2565134,East 42nd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
382,9703289,06/20/2015,14:28:10,06/20/2015 02:30:00 PM,I Live Here,Daily,10-30 minutes,Car,,$10-30,Sometimes,Moderately Agree,Don't Know / No Opinion,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,Never,Never,Never,Often,1982.0,Female,Non-Hispanic,Asian,90066.0,No,Venice Blvd,beethoven,Inglewood ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
383,9680392,06/20/2015,14:36:34,06/20/2015 02:42:00 PM,I Work Here,Daily,,Car,On foot,Less than $5,Sometimes,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Often,,Female,Non-Hispanic,Black,90011.0,No,Central Ave,vernon,43rd,East,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0039416,-118.2564986,East Vernon Avenue & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
384,9703290,06/20/2015,14:42:09,06/20/2015 02:44:00 PM,To dine / drink,Several times a month,,Car,Car,Greater than $30,Never,Moderately Agree,,Moderately Disagree,Moderately Agree,,Moderately Disagree,Moderately Agree,Never,Never,Never,Sometimes,1986.0,Male,Non-Hispanic,White,90404.0,No,Venice Blvd,inglewood,Beethoven ,North,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,34.0061694,-118.4288615,Venice Boulevard & Inglewood Boulevard,90066,Mar Vista,GEOMETRIC_CENTER
385,9703291,06/20/2015,14:45:00,06/20/2015 02:48:00 PM,I Live Here,Daily,,Bus,Other,$5-10,Very often,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Sometimes,1999.0,Male,Hispanic or Latino,Asian,90066.0,No,Venice Blvd,beethoven,Inglewood ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
386,9703292,06/20/2015,14:51:04,06/20/2015 02:54:00 PM,I Live Here,Daily,,Bus,Other,Greater than $30,Never,Strongly Agree,Moderately Disagree,Don't Know / No Opinion,Strongly Agree,Strongly Agree,,Strongly Disagree,Sometimes,Never,Never,Often,1992.0,Male,Hispanic or Latino,Hispanic ,90066.0,No,Venice Blvd,inglewood,Beethoven ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0061694,-118.4288615,Venice Boulevard & Inglewood Boulevard,90066,Mar Vista,GEOMETRIC_CENTER
387,9703293,06/20/2015,15:07:55,06/20/2015 03:09:00 PM,To dine / drink,Several times a month,30 minutes - 1 hour,Car,Car,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,,Strongly Disagree,Moderately Disagree,Never,Never,Never,Sometimes,1989.0,Female,Non-Hispanic,AsianWhite,90401.0,No,Venice Blvd,beethoven,Inglewood ,North,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
388,9703294,06/20/2015,15:37:19,06/20/2015 03:39:00 PM,I Live Here,Daily,< 10 minutes,Bus,On foot,Less than $5,Often,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,,Moderately Disagree,Never,Never,Never,Often,1990.0,Male,Hispanic or Latino,White,90066.0,No,Venice Blvd,beethoven,Inglewood ,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
389,9680941,06/20/2015,15:45:05,06/20/2015 03:49:00 PM,I Work Here,,,Car,,$5-10,Never,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Never,Never,Never,Never,1991.0,Female,,,,No,Central Ave,41st,42nd,East,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0092385,-118.2565171,East 41st Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
390,9680942,06/20/2015,15:50:09,06/20/2015 03:58:00 PM,I Work Here,Several times a week,,On foot,,$10-30,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Sometimes,Often,Often,Never,1960.0,Male,Hispanic or Latino,Latino ,,No,Central Ave,41st,41 place,West,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0092385,-118.2565171,East 41st Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
391,9680962,06/20/2015,16:06:36,06/20/2015 04:12:00 PM,To dine / drink,,30 minutes - 1 hour,Bus,Car,$10-30,Very often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,,,Male,Hispanic or Latino,,,No,Central Ave,verbib,43rd,East,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,34.0039416,-118.2564986,East Vernon Avenue & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
392,9681085,06/20/2015,16:21:44,06/20/2015 04:26:00 PM,I Live Here,Daily,,Bus,,$10-30,Very often,Don't Know / No Opinion,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Sometimes,Often,Often,Often,1955.0,Male,Non-Hispanic,Black,90011.0,No,Central Ave,43rd,Vernon,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0057592,-118.2565086,East 43rd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
393,9703295,06/20/2015,17:02:48,06/20/2015 05:06:00 PM,To meet friends,Several times a month,,Other,Car,$10-30,Sometimes,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Never,Never,Never,Sometimes,1979.0,Female,Non-Hispanic,White,90066.0,No,Venice Blvd,beethoven,Inglewood ,South,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
394,9681581,06/20/2015,17:21:45,06/20/2015 05:27:00 PM,To meet friends,Daily,,On foot,,Greater than $30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Don't Know / No Opinion,Moderately Disagree,Moderately Agree,Moderately Disagree,Never,Never,Never,Often,1995.0,Male,Hispanic or Latino,Latino Honduran ,90011.0,No,Central Ave,king,40th,West,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
395,11202167,06/06/2015,13:22:52,06/06/2015 01:27:00 PM,I Live Here,Daily,10-30 minutes,On foot,,$5-10,Very often,Strongly Disagree,Moderately Agree,,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Sometimes,Sometimes,Never,Often,1942.0,Male,Hispanic or Latino,Latino,90033.0,No,Cesar Chavez,north fickett street,Fickett,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0457079,-118.205311,East Cesar E Chavez Avenue & North Fickett Street,90033,Central LA,GEOMETRIC_CENTER
396,11202169,06/06/2015,13:34:50,06/06/2015 01:38:00 PM,To meet friends,Daily,10-30 minutes,Bus,On foot,$5-10,Sometimes,Strongly Disagree,Don't Know / No Opinion,,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Sometimes,Sometimes,Sometimes,Sometimes,1997.0,Male,Hispanic or Latino,White,90023.0,No,Cesar Chavez,soto,Breed,South,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
397,11202172,06/06/2015,13:47:35,06/06/2015 01:50:00 PM,I Live Here,Daily,10-30 minutes,On foot,On foot,$10-30,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,,,Strongly Agree,Often,Sometimes,Never,Often,1980.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,Mathews,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
398,11202175,06/06/2015,13:53:26,06/06/2015 01:56:00 PM,I Live Here,Several times a week,10-30 minutes,On foot,,Greater than $30,Sometimes,Moderately Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Sometimes,Never,Never,Often,1988.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,breed,Soto,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0472948,-118.2088996,East Cesar E Chavez Avenue & North Breed Street,90033,Central LA,GEOMETRIC_CENTER
399,11202177,06/06/2015,13:56:27,06/06/2015 02:00:00 PM,I Live Here,Daily,,Car,Bus,None,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Never,Never,Never,1991.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,breed,Soto,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0472948,-118.2088996,East Cesar E Chavez Avenue & North Breed Street,90033,Central LA,GEOMETRIC_CENTER
400,11202180,06/06/2015,14:02:16,06/06/2015 02:06:00 PM,I Work Here,Daily,,On foot,Bus,Greater than $30,Very often,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Sometimes,Often,Often,Often,1960.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,Breed,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
401,11202182,06/06/2015,14:10:03,06/06/2015 02:19:00 PM,To meet friends,Daily,30 minutes - 1 hour,Bus,Streetcar/Train,$5-10,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Never,Never,Sometimes,1970.0,Male,Hispanic or Latino,White,90003.0,No,Cesar Chavez,soto,Breed,South,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
402,11202185,06/06/2015,14:24:04,06/06/2015 02:27:00 PM,I Live Here,Daily,,On foot,Bus,None,Very often,,,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1973.0,Male,Hispanic or Latino,Hispanic,0.0,No,Cesar Chavez,soto,Breed,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
403,11202187,06/06/2015,14:32:44,06/06/2015 02:34:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,$5-10,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,,Moderately Agree,Sometimes,Often,Sometimes,Often,1947.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,cornwell,Breed,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0476649,-118.2097302,East Cesar E Chavez Avenue & Cornwell Street,90033,Central LA,GEOMETRIC_CENTER
404,11202190,06/06/2015,14:50:33,06/06/2015 02:53:00 PM,I Work Here,Daily,,Bus,Car,$10-30,Often,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,,,Strongly Agree,Sometimes,Sometimes,Never,Sometimes,1972.0,Male,Hispanic or Latino,White,90012.0,No,Cesar Chavez,soto,Mathews,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
405,11202192,06/06/2015,14:53:03,06/06/2015 03:00:00 PM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,Bus,Car,Greater than $30,Often,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Often,Often,Never,Often,1986.0,Male,Hispanic or Latino,White,90001.0,No,Cesar Chavez,soto,Breed,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
406,11202195,06/06/2015,15:04:15,06/06/2015 03:07:00 PM,I Live Here,Daily,< 10 minutes,Bus,On foot,,,,,,,,,,,,,,,,,,,No,Cesar Chavez,soto,Breed,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
407,11202199,06/06/2015,15:14:21,06/06/2015 03:17:00 PM,I Work Here,Several times a week,,On foot,Bus,$5-10,Never,Moderately Disagree,,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Often,Never,Never,Never,1966.0,Female,Hispanic or Latino,Guatemala ,0.0,No,Cesar Chavez,soto,Breed,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
408,11202202,06/06/2015,15:21:23,06/06/2015 03:25:00 PM,To shop,Once a month,30 minutes - 1 hour,Bus,,Greater than $30,Never,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,,Never,Never,Never,Never,1954.0,Male,Hispanic or Latino,White,91205.0,No,Cesar Chavez,soto,Breed,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
409,11202203,06/06/2015,15:25:38,06/06/2015 03:27:00 PM,To shop,Several times a month,,Car,Car,Greater than $30,Very often,Moderately Disagree,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1981.0,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,soto,Breed,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
410,11202204,06/06/2015,15:28:44,06/06/2015 03:31:00 PM,To shop,Daily,,On foot,,Greater than $30,Never,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Never,Never,Sometimes,1983.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,Breed,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
411,11202205,06/06/2015,15:31:48,06/06/2015 03:40:00 PM,I Live Here,Daily,,On foot,Bus,Greater than $30,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Sometimes,Often,Often,1959.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,soto,Breed,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
412,11202206,06/06/2015,15:40:36,06/06/2015 03:49:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Car,Greater than $30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Never,Never,Often,1995.0,Male,Hispanic or Latino,Hispanic ,90033.0,No,Cesar Chavez,soto,Breed,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
413,11202209,06/06/2015,15:49:52,06/06/2015 03:52:00 PM,I Live Here,Daily,10-30 minutes,On foot,,$10-30,Often,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Often,1989.0,Male,Hispanic or Latino,Hispanic,90033.0,No,Cesar Chavez,soto,Breed,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.046803,-118.2078025,East Cesar E Chavez Avenue & North Soto Street,90033,Central LA,GEOMETRIC_CENTER
